pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date,year_sp_2012,year_sp_2016,year_sp_2017,total_days
372813,11 (Nov),Orange,23.14,"(41.422459, -74.241929)",11,New York Organ Donor Network,289601,67019,2013,01,2013-11-01,396,0,0,1887
42883,11 (Nov),Orleans,8.04,"(43.248394, -78.218438)",11,UNYTS,33312,2679,2013,01,2013-11-01,396,0,0,1887
122109,11 (Nov),Oswego,27.58,"(43.39123, -76.31133)",11,Finger Lakes Donor Recovery Network,94854,26163,2013,01,2013-11-01,396,0,0,1887
62259,11 (Nov),Otsego,31.99,"(42.564852, -75.060334)",11,Center for Donation and Transplant in New York,48363,15469,2013,01,2013-11-01,396,0,0,1887
99710,11 (Nov),Putnam,29.74,"(41.41131, -73.717443)",11,New York Organ Donor Network,77455,23036,2013,01,2013-11-01,396,0,0,1887
2230722,11 (Nov),Queens,10.62,"(40.749338, -73.789673)",11,New York Organ Donor Network,1732825,184051,2013,01,2013-11-01,396,0,0,1887
159429,11 (Nov),Rensselaer,28.22,"(42.70098, -73.628669)",11,Center for Donation and Transplant in New York,123844,34952,2013,01,2013-11-01,396,0,0,1887
468730,11 (Nov),Richmond,14.96,"(40.566763, -74.148102)",11,New York Organ Donor Network,364109,54487,2013,01,2013-11-01,396,0,0,1887
311687,11 (Nov),Rockland,18.43,"(41.127287, -74.017033)",11,New York Organ Donor Network,242118,44629,2013,01,2013-11-01,396,0,0,1887
219607,11 (Nov),Saratoga,39.78,"(43.00894, -73.786779)",11,Center for Donation and Transplant in New York,170591,67857,2013,01,2013-11-01,396,0,0,1887
154727,11 (Nov),Schenectady,33.43,"(42.809233, -73.946838)",11,Center for Donation and Transplant in New York,120192,40177,2013,01,2013-11-01,396,0,0,1887
32749,11 (Nov),Schoharie,31.96,"(42.643426, -74.434606)",11,Center for Donation and Transplant in New York,25439,8131,2013,01,2013-11-01,396,0,0,1887
18343,11 (Nov),Schuyler,32.01,"(42.38593, -76.872032)",11,Finger Lakes Donor Recovery Network,14249,4561,2013,01,2013-11-01,396,0,0,1887
35251,11 (Nov),Seneca,16.3,"(42.833627, -76.82753)",11,Finger Lakes Donor Recovery Network,27383,4464,2013,01,2013-11-01,396,0,0,1887
98990,11 (Nov),Steuben,32.23,"(42.270053, -77.324618)",11,Finger Lakes Donor Recovery Network,76895,24783,2013,01,2013-11-01,396,0,0,1887
111944,11 (Nov),St Lawrence,24.33,"(44.689468, -75.242045)",11,Center for Donation and Transplant in New York,86958,21161,2013,01,2013-11-01,396,0,0,1887
1493350,11 (Nov),Suffolk,25.31,"(40.820237, -73.119032)",11,New York Organ Donor Network,1160034,293640,2013,01,2013-11-01,396,0,0,1887
77547,11 (Nov),Sullivan,22.5,"(41.705166, -74.711705)",11,Center for Donation and Transplant in New York,60239,13551,2013,01,2013-11-01,396,0,0,1887
51125,11 (Nov),Tioga,32.65,"(42.120252, -76.29595)",11,Center for Donation and Transplant in New York,39714,12965,2013,01,2013-11-01,396,0,0,1887
101564,11 (Nov),Tompkins,45.59,"(42.461024, -76.478784)",11,Finger Lakes Donor Recovery Network,78895,35970,2013,01,2013-11-01,396,0,0,1887
182493,11 (Nov),Ulster,27.88,"(41.848374, -74.099412)",11,Center for Donation and Transplant in New York,141761,39521,2013,01,2013-11-01,396,0,0,1887
65707,11 (Nov),Warren,25.61,"(43.403024, -73.716044)",11,Center for Donation and Transplant in New York,51041,13074,2013,01,2013-11-01,396,0,0,1887
63216,11 (Nov),Washington,27.34,"(43.289513, -73.454761)",11,Center for Donation and Transplant in New York,49106,13424,2013,01,2013-11-01,396,0,0,1887
93772,11 (Nov),Wayne,26.27,"(43.144336, -77.117995)",11,Finger Lakes Donor Recovery Network,72842,19139,2013,01,2013-11-01,396,0,0,1887
949113,11 (Nov),Westchester,21.35,"(41.039278, -73.805386)",11,New York Organ Donor Network,737271,157412,2013,01,2013-11-01,396,0,0,1887
42155,11 (Nov),Wyoming,33.63,"(42.723641, -78.204473)",11,UNYTS,32746,11013,2013,01,2013-11-01,396,0,0,1887
25348,11 (Nov),Yates,31.79,"(42.634338, -77.078311)",11,Finger Lakes Donor Recovery Network,19690,6259,2013,01,2013-11-01,396,0,0,1887
304204,10 (Oct),Albany,27.37,"(42.678066, -73.814233)",10,Center for Donation and Transplant in New York,236306,64676,2013,01,2013-10-01,365,0,0,1856
48946,10 (Oct),Allegany,30.7,"(42.226801, -78.020567)",10,UNYTS,38021,11671,2013,01,2013-10-01,365,0,0,1856
1385108,10 (Oct),Bronx,11.32,"(40.85589, -73.868294)",10,New York Organ Donor Network,1075952,121758,2013,01,2013-10-01,365,0,0,1856
200600,10 (Oct),Broome,30.68,"(42.122015, -75.933191)",10,Center for Donation and Transplant in New York,155826,47804,2013,01,2013-10-01,365,0,0,1856
80317,10 (Oct),Cattauragus,35.71,"(42.224267, -78.606673)",10,UNYTS,62390,22278,2013,01,2013-10-01,365,0,0,1856
80026,10 (Oct),Cayuga,27.37,"(42.940095, -76.560755)",10,Finger Lakes Donor Recovery Network,62164,17015,2013,01,2013-10-01,365,0,0,1856
134905,10 (Oct),Chautauqua,34.68,"(42.246904, -79.315313)",10,UNYTS,104794,36343,2013,01,2013-10-01,365,0,0,1856
88830,10 (Oct),Chemung,34.78,"(42.116644, -76.812331)",10,Finger Lakes Donor Recovery Network,69003,23998,2013,01,2013-10-01,365,0,0,1856
50477,10 (Oct),Chenango,25.98,"(42.481798, -75.570013)",10,Finger Lakes Donor Recovery Network,39211,10187,2013,01,2013-10-01,365,0,0,1856
82128,10 (Oct),Clinton,31.17,"(44.731944, -73.548883)",10,Center for Donation and Transplant in New York,63797,19885,2013,01,2013-10-01,365,0,0,1856
63096,10 (Oct),Columbia,34.53,"(42.276913, -73.682168)",10,Center for Donation and Transplant in New York,49013,16926,2013,01,2013-10-01,365,0,0,1856
49336,10 (Oct),Cortland,31.99,"(42.597101, -76.143291)",10,Finger Lakes Donor Recovery Network,38324,12260,2013,01,2013-10-01,365,0,0,1856
47980,10 (Oct),Delaware,25.46,"(42.242972, -74.997944)",10,Center for Donation and Transplant in New York,37271,9489,2013,01,2013-10-01,365,0,0,1856
297488,10 (Oct),Dutchess,27.3,"(41.686216, -73.840468)",10,Center for Donation and Transplant in New York,231089,63090,2013,01,2013-10-01,365,0,0,1856
919040,10 (Oct),Erie,32.03,"(42.888143, -78.795544)",10,UNYTS,713910,228684,2013,01,2013-10-01,365,0,0,1856
39370,10 (Oct),Essex,34.06,"(44.166026, -73.685145)",10,Center for Donation and Transplant in New York,30583,10418,2013,01,2013-10-01,365,0,0,1856
51599,10 (Oct),Franklin,29.67,"(44.705699, -74.340621)",10,Center for Donation and Transplant in New York,40082,11892,2013,01,2013-10-01,365,0,0,1856
55531,10 (Oct),Fulton,26.35,"(43.06014, -74.331296)",10,Center for Donation and Transplant in New York,43136,11365,2013,01,2013-10-01,365,0,0,1856
60079,10 (Oct),Genesee,33.5,"(43.000121, -78.172679)",10,UNYTS,46669,15636,2013,01,2013-10-01,365,0,0,1856
49221,10 (Oct),Greene,31.93,"(42.298326, -73.973376)",10,Center for Donation and Transplant in New York,38235,12208,2013,01,2013-10-01,365,0,0,1856
4836,10 (Oct),Hamilton,34.5,"(43.618468, -74.395268)",10,Center for Donation and Transplant in New York,3757,1296,2013,01,2013-10-01,365,0,0,1856
64519,10 (Oct),Herkimer,30.33,"(43.070026, -74.994246)",10,Center for Donation and Transplant in New York,50118,15199,2013,01,2013-10-01,365,0,0,1856
116229,10 (Oct),Jefferson,34.97,"(44.019295, -75.898971)",10,Finger Lakes Donor Recovery Network,90287,31571,2013,01,2013-10-01,365,0,0,1856
2504700,10 (Oct),Kings,13.02,"(40.65642, -73.950691)",10,New York Organ Donor Network,1945651,253232,2013,01,2013-10-01,365,0,0,1856
27087,10 (Oct),Lewis,34.39,"(43.785537, -75.446296)",10,Finger Lakes Donor Recovery Network,21041,7236,2013,01,2013-10-01,365,0,0,1856
65393,10 (Oct),Livingston,30.83,"(42.763754, -77.765392)",10,Finger Lakes Donor Recovery Network,50797,15661,2013,01,2013-10-01,365,0,0,1856
73442,10 (Oct),Madison,29.79,"(42.986917, -75.720031)",10,Finger Lakes Donor Recovery Network,57050,16995,2013,01,2013-10-01,365,0,0,1856
744344,10 (Oct),Monroe,27.38,"(43.161748, -77.620143)",10,Finger Lakes Donor Recovery Network,578206,158310,2013,01,2013-10-01,365,0,0,1856
50219,10 (Oct),Montgomery,24.03,"(42.933637, -74.341972)",10,Center for Donation and Transplant in New York,39010,9376,2013,01,2013-10-01,365,0,0,1856
1339532,10 (Oct),Nassau,19.79,"(40.715749, -73.601185)",10,New York Organ Donor Network,1040548,205951,2013,01,2013-10-01,365,0,0,1856
1585873,10 (Oct),New York,28.57,"(40.726966, -74.005966)",10,New York Organ Donor Network,1231906,351920,2013,01,2013-10-01,365,0,0,1856
216469,10 (Oct),Niagara,36.54,"(43.134634, -78.856419)",10,UNYTS,168153,61444,2013,01,2013-10-01,365,0,0,1856
234878,10 (Oct),Oneida,18.18,"(43.149482, -75.361773)",10,Center for Donation and Transplant in New York,182453,33162,2013,01,2013-10-01,365,0,0,1856
467026,10 (Oct),Onondaga,30.36,"(43.065629, -76.168033)",10,Finger Lakes Donor Recovery Network,362786,110145,2013,01,2013-10-01,365,0,0,1856
107931,10 (Oct),Ontario,36.77,"(42.894571, -77.252045)",10,Finger Lakes Donor Recovery Network,83841,30828,2013,01,2013-10-01,365,0,0,1856
372813,10 (Oct),Orange,22.93,"(41.422459, -74.241929)",10,New York Organ Donor Network,289601,66395,2013,01,2013-10-01,365,0,0,1856
42883,10 (Oct),Orleans,8,"(43.248394, -78.218438)",10,UNYTS,33312,2664,2013,01,2013-10-01,365,0,0,1856
122109,10 (Oct),Oswego,27.45,"(43.39123, -76.31133)",10,Finger Lakes Donor Recovery Network,94854,26035,2013,01,2013-10-01,365,0,0,1856
62259,10 (Oct),Otsego,31.85,"(42.564852, -75.060334)",10,Center for Donation and Transplant in New York,48363,15406,2013,01,2013-10-01,365,0,0,1856
99710,10 (Oct),Putnam,29.6,"(41.41131, -73.717443)",10,New York Organ Donor Network,77455,22924,2013,01,2013-10-01,365,0,0,1856
2230722,10 (Oct),Queens,10.53,"(40.749338, -73.789673)",10,New York Organ Donor Network,1732825,182433,2013,01,2013-10-01,365,0,0,1856
159429,10 (Oct),Rensselaer,28.05,"(42.70098, -73.628669)",10,Center for Donation and Transplant in New York,123844,34737,2013,01,2013-10-01,365,0,0,1856
468730,10 (Oct),Richmond,14.87,"(40.566763, -74.148102)",10,New York Organ Donor Network,364109,54146,2013,01,2013-10-01,365,0,0,1856
311687,10 (Oct),Rockland,18.33,"(41.127287, -74.017033)",10,New York Organ Donor Network,242118,44372,2013,01,2013-10-01,365,0,0,1856
219607,10 (Oct),Saratoga,39.59,"(43.00894, -73.786779)",10,Center for Donation and Transplant in New York,170591,67533,2013,01,2013-10-01,365,0,0,1856
154727,10 (Oct),Schenectady,33.3,"(42.809233, -73.946838)",10,Center for Donation and Transplant in New York,120192,40027,2013,01,2013-10-01,365,0,0,1856
32749,10 (Oct),Schoharie,31.87,"(42.643426, -74.434606)",10,Center for Donation and Transplant in New York,25439,8107,2013,01,2013-10-01,365,0,0,1856
18343,10 (Oct),Schuyler,31.83,"(42.38593, -76.872032)",10,Finger Lakes Donor Recovery Network,14249,4535,2013,01,2013-10-01,365,0,0,1856
35251,10 (Oct),Seneca,16.19,"(42.833627, -76.82753)",10,Finger Lakes Donor Recovery Network,27383,4433,2013,01,2013-10-01,365,0,0,1856
98990,10 (Oct),Steuben,32.07,"(42.270053, -77.324618)",10,Finger Lakes Donor Recovery Network,76895,24663,2013,01,2013-10-01,365,0,0,1856
111944,10 (Oct),St Lawrence,24.33,"(44.689468, -75.242045)",10,Center for Donation and Transplant in New York,86958,21161,2013,01,2013-10-01,365,0,0,1856
1493350,10 (Oct),Suffolk,25.21,"(40.820237, -73.119032)",10,New York Organ Donor Network,1160034,292396,2013,01,2013-10-01,365,0,0,1856
77547,10 (Oct),Sullivan,22.38,"(41.705166, -74.711705)",10,Center for Donation and Transplant in New York,60239,13482,2013,01,2013-10-01,365,0,0,1856
51125,10 (Oct),Tioga,32.5,"(42.120252, -76.29595)",10,Center for Donation and Transplant in New York,39714,12909,2013,01,2013-10-01,365,0,0,1856
101564,10 (Oct),Tompkins,45.41,"(42.461024, -76.478784)",10,Finger Lakes Donor Recovery Network,78895,35823,2013,01,2013-10-01,365,0,0,1856
19378102,10 (Oct),TOTAL NYS,22.05,NA,10,NA,15052907,3319148,2013,01,2013-10-01,365,0,0,1856
182493,10 (Oct),Ulster,27.75,"(41.848374, -74.099412)",10,Center for Donation and Transplant in New York,141761,39337,2013,01,2013-10-01,365,0,0,1856
65707,10 (Oct),Warren,25.52,"(43.403024, -73.716044)",10,Center for Donation and Transplant in New York,51041,13028,2013,01,2013-10-01,365,0,0,1856
63216,10 (Oct),Washington,27.2,"(43.289513, -73.454761)",10,Center for Donation and Transplant in New York,49106,13359,2013,01,2013-10-01,365,0,0,1856
93772,10 (Oct),Wayne,26.11,"(43.144336, -77.117995)",10,Finger Lakes Donor Recovery Network,72842,19020,2013,01,2013-10-01,365,0,0,1856
949113,10 (Oct),Westchester,21.24,"(41.039278, -73.805386)",10,New York Organ Donor Network,737271,156583,2013,01,2013-10-01,365,0,0,1856
42155,10 (Oct),Wyoming,33.56,"(42.723641, -78.204473)",10,UNYTS,32746,10990,2013,01,2013-10-01,365,0,0,1856
25348,10 (Oct),Yates,31.7,"(42.634338, -77.078311)",10,Finger Lakes Donor Recovery Network,19690,6241,2013,01,2013-10-01,365,0,0,1856
304204,09 (Sep),Albany,27.18,"(42.678066, -73.814233)",9,Center for Donation and Transplant in New York,236306,64231,2013,01,2013-09-01,335,0,0,1826
48946,09 (Sep),Allegany,30.51,"(42.226801, -78.020567)",9,UNYTS,38021,11600,2013,01,2013-09-01,335,0,0,1826
1385108,09 (Sep),Bronx,11.18,"(40.85589, -73.868294)",9,New York Organ Donor Network,1075952,120249,2013,01,2013-09-01,335,0,0,1826
200600,09 (Sep),Broome,30.46,"(42.122015, -75.933191)",9,Center for Donation and Transplant in New York,155826,47471,2013,01,2013-09-01,335,0,0,1826
80317,09 (Sep),Cattauragus,35.71,"(42.224267, -78.606673)",9,UNYTS,62390,22278,2013,01,2013-09-01,335,0,0,1826
80026,09 (Sep),Cayuga,27.23,"(42.940095, -76.560755)",9,Finger Lakes Donor Recovery Network,62164,16928,2013,01,2013-09-01,335,0,0,1826
134905,09 (Sep),Chautauqua,34.52,"(42.246904, -79.315313)",9,UNYTS,104794,36175,2013,01,2013-09-01,335,0,0,1826
88830,09 (Sep),Chemung,34.58,"(42.116644, -76.812331)",9,Finger Lakes Donor Recovery Network,69003,23858,2013,01,2013-09-01,335,0,0,1826
50477,09 (Sep),Chenango,25.87,"(42.481798, -75.570013)",9,Finger Lakes Donor Recovery Network,39211,10142,2013,01,2013-09-01,335,0,0,1826
82128,09 (Sep),Clinton,31.02,"(44.731944, -73.548883)",9,Center for Donation and Transplant in New York,63797,19787,2013,01,2013-09-01,335,0,0,1826
63096,09 (Sep),Columbia,34.36,"(42.276913, -73.682168)",9,Center for Donation and Transplant in New York,49013,16839,2013,01,2013-09-01,335,0,0,1826
49336,09 (Sep),Cortland,31.82,"(42.597101, -76.143291)",9,Finger Lakes Donor Recovery Network,38324,12194,2013,01,2013-09-01,335,0,0,1826
47980,09 (Sep),Delaware,25.28,"(42.242972, -74.997944)",9,Center for Donation and Transplant in New York,37271,9421,2013,01,2013-09-01,335,0,0,1826
297488,09 (Sep),Dutchess,27.06,"(41.686216, -73.840468)",9,Center for Donation and Transplant in New York,231089,62528,2013,01,2013-09-01,335,0,0,1826
919040,09 (Sep),Erie,31.84,"(42.888143, -78.795544)",9,UNYTS,713910,227308,2013,01,2013-09-01,335,0,0,1826
39370,09 (Sep),Essex,33.85,"(44.166026, -73.685145)",9,Center for Donation and Transplant in New York,30583,10351,2013,01,2013-09-01,335,0,0,1826
51599,09 (Sep),Franklin,29.53,"(44.705699, -74.340621)",9,Center for Donation and Transplant in New York,40082,11837,2013,01,2013-09-01,335,0,0,1826
55531,09 (Sep),Fulton,26.2,"(43.06014, -74.331296)",9,Center for Donation and Transplant in New York,43136,11302,2013,01,2013-09-01,335,0,0,1826
60079,09 (Sep),Genesee,33.35,"(43.000121, -78.172679)",9,UNYTS,46669,15563,2013,01,2013-09-01,335,0,0,1826
49221,09 (Sep),Greene,31.78,"(42.298326, -73.973376)",9,Center for Donation and Transplant in New York,38235,12150,2013,01,2013-09-01,335,0,0,1826
4836,09 (Sep),Hamilton,34.36,"(43.618468, -74.395268)",9,Center for Donation and Transplant in New York,3757,1291,2013,01,2013-09-01,335,0,0,1826
64519,09 (Sep),Herkimer,30.11,"(43.070026, -74.994246)",9,Center for Donation and Transplant in New York,50118,15090,2013,01,2013-09-01,335,0,0,1826
116229,09 (Sep),Jefferson,34.73,"(44.019295, -75.898971)",9,Finger Lakes Donor Recovery Network,90287,31353,2013,01,2013-09-01,335,0,0,1826
2504700,09 (Sep),Kings,12.85,"(40.65642, -73.950691)",9,New York Organ Donor Network,1945651,249969,2013,01,2013-09-01,335,0,0,1826
27087,09 (Sep),Lewis,34.2,"(43.785537, -75.446296)",9,Finger Lakes Donor Recovery Network,21041,7196,2013,01,2013-09-01,335,0,0,1826
65393,09 (Sep),Livingston,30.66,"(42.763754, -77.765392)",9,Finger Lakes Donor Recovery Network,50797,15575,2013,01,2013-09-01,335,0,0,1826
73442,09 (Sep),Madison,29.61,"(42.986917, -75.720031)",9,Finger Lakes Donor Recovery Network,57050,16892,2013,01,2013-09-01,335,0,0,1826
744344,09 (Sep),Monroe,27.19,"(43.161748, -77.620143)",9,Finger Lakes Donor Recovery Network,578206,157199,2013,01,2013-09-01,335,0,0,1826
50219,09 (Sep),Montgomery,23.92,"(42.933637, -74.341972)",9,Center for Donation and Transplant in New York,39010,9333,2013,01,2013-09-01,335,0,0,1826
1339532,09 (Sep),Nassau,19.66,"(40.715749, -73.601185)",9,New York Organ Donor Network,1040548,204576,2013,01,2013-09-01,335,0,0,1826
1585873,09 (Sep),New York,28.29,"(40.726966, -74.005966)",9,New York Organ Donor Network,1231906,348520,2013,01,2013-09-01,335,0,0,1826
216469,09 (Sep),Niagara,36.37,"(43.134634, -78.856419)",9,UNYTS,168153,61161,2013,01,2013-09-01,335,0,0,1826
234878,09 (Sep),Oneida,18.04,"(43.149482, -75.361773)",9,Center for Donation and Transplant in New York,182453,32912,2013,01,2013-09-01,335,0,0,1826
467026,09 (Sep),Onondaga,30.19,"(43.065629, -76.168033)",9,Finger Lakes Donor Recovery Network,362786,109509,2013,01,2013-09-01,335,0,0,1826
107931,09 (Sep),Ontario,36.58,"(42.894571, -77.252045)",9,Finger Lakes Donor Recovery Network,83841,30666,2013,01,2013-09-01,335,0,0,1826
216469,08 (Aug),Niagara,33.12,"(43.134634, -78.856419)",8,UNYTS,168153,55700,2012,01,2012-08-01,0,0,0,1430
372813,09 (Sep),Orange,22.77,"(41.422459, -74.241929)",9,New York Organ Donor Network,289601,65946,2013,01,2013-09-01,335,0,0,1826
42883,09 (Sep),Orleans,7.97,"(43.248394, -78.218438)",9,UNYTS,33312,2654,2013,01,2013-09-01,335,0,0,1826
122109,09 (Sep),Oswego,27.32,"(43.39123, -76.31133)",9,Finger Lakes Donor Recovery Network,94854,25913,2013,01,2013-09-01,335,0,0,1826
62259,09 (Sep),Otsego,31.67,"(42.564852, -75.060334)",9,Center for Donation and Transplant in New York,48363,15316,2013,01,2013-09-01,335,0,0,1826
99710,09 (Sep),Putnam,29.4,"(41.41131, -73.717443)",9,New York Organ Donor Network,77455,22770,2013,01,2013-09-01,335,0,0,1826
2230722,09 (Sep),Queens,10.41,"(40.749338, -73.789673)",9,New York Organ Donor Network,1732825,180409,2013,01,2013-09-01,335,0,0,1826
159429,09 (Sep),Rensselaer,27.89,"(42.70098, -73.628669)",9,Center for Donation and Transplant in New York,123844,34537,2013,01,2013-09-01,335,0,0,1826
468730,09 (Sep),Richmond,14.75,"(40.566763, -74.148102)",9,New York Organ Donor Network,364109,53713,2013,01,2013-09-01,335,0,0,1826
311687,09 (Sep),Rockland,18.17,"(41.127287, -74.017033)",9,New York Organ Donor Network,242118,43984,2013,01,2013-09-01,335,0,0,1826
219607,09 (Sep),Saratoga,39.34,"(43.00894, -73.786779)",9,Center for Donation and Transplant in New York,170591,67104,2013,01,2013-09-01,335,0,0,1826
154727,09 (Sep),Schenectady,33.1,"(42.809233, -73.946838)",9,Center for Donation and Transplant in New York,120192,39780,2013,01,2013-09-01,335,0,0,1826
32749,09 (Sep),Schoharie,31.73,"(42.643426, -74.434606)",9,Center for Donation and Transplant in New York,25439,8071,2013,01,2013-09-01,335,0,0,1826
18343,09 (Sep),Schuyler,31.6,"(42.38593, -76.872032)",9,Finger Lakes Donor Recovery Network,14249,4503,2013,01,2013-09-01,335,0,0,1826
35251,09 (Sep),Seneca,16.05,"(42.833627, -76.82753)",9,Finger Lakes Donor Recovery Network,27383,4396,2013,01,2013-09-01,335,0,0,1826
98990,09 (Sep),Steuben,31.87,"(42.270053, -77.324618)",9,Finger Lakes Donor Recovery Network,76895,24508,2013,01,2013-09-01,335,0,0,1826
111944,09 (Sep),St Lawrence,24.33,"(44.689468, -75.242045)",9,Center for Donation and Transplant in New York,86958,21161,2013,01,2013-09-01,335,0,0,1826
1493350,09 (Sep),Suffolk,25.07,"(40.820237, -73.119032)",9,New York Organ Donor Network,1160034,290782,2013,01,2013-09-01,335,0,0,1826
77547,09 (Sep),Sullivan,22.23,"(41.705166, -74.711705)",9,Center for Donation and Transplant in New York,60239,13391,2013,01,2013-09-01,335,0,0,1826
51125,09 (Sep),Tioga,32.31,"(42.120252, -76.29595)",9,Center for Donation and Transplant in New York,39714,12832,2013,01,2013-09-01,335,0,0,1826
101564,09 (Sep),Tompkins,45.06,"(42.461024, -76.478784)",9,Finger Lakes Donor Recovery Network,78895,35552,2013,01,2013-09-01,335,0,0,1826
19378102,09 (Sep),TOTAL NYS,21.88,NA,9,NA,15052907,3293905,2013,01,2013-09-01,335,0,0,1826
182493,09 (Sep),Ulster,27.55,"(41.848374, -74.099412)",9,Center for Donation and Transplant in New York,141761,39052,2013,01,2013-09-01,335,0,0,1826
65707,09 (Sep),Warren,25.37,"(43.403024, -73.716044)",9,Center for Donation and Transplant in New York,51041,12951,2013,01,2013-09-01,335,0,0,1826
63216,09 (Sep),Washington,27.02,"(43.289513, -73.454761)",9,Center for Donation and Transplant in New York,49106,13266,2013,01,2013-09-01,335,0,0,1826
93772,09 (Sep),Wayne,25.95,"(43.144336, -77.117995)",9,Finger Lakes Donor Recovery Network,72842,18900,2013,01,2013-09-01,335,0,0,1826
949113,09 (Sep),Westchester,21.1,"(41.039278, -73.805386)",9,New York Organ Donor Network,737271,155532,2013,01,2013-09-01,335,0,0,1826
42155,09 (Sep),Wyoming,33.37,"(42.723641, -78.204473)",9,UNYTS,32746,10928,2013,01,2013-09-01,335,0,0,1826
25348,09 (Sep),Yates,31.6,"(42.634338, -77.078311)",9,Finger Lakes Donor Recovery Network,19690,6223,2013,01,2013-09-01,335,0,0,1826
304204,08 (Aug),Albany,27.03,"(42.678066, -73.814233)",8,Center for Donation and Transplant in New York,236306,63869,2013,01,2013-08-01,304,0,0,1795
48946,08 (Aug),Allegany,30.35,"(42.226801, -78.020567)",8,UNYTS,38021,11538,2013,01,2013-08-01,304,0,0,1795
1385108,08 (Aug),Bronx,11.06,"(40.85589, -73.868294)",8,New York Organ Donor Network,1075952,118951,2013,01,2013-08-01,304,0,0,1795
200600,08 (Aug),Broome,30.32,"(42.122015, -75.933191)",8,Center for Donation and Transplant in New York,155826,47248,2013,01,2013-08-01,304,0,0,1795
80317,08 (Aug),Cattauragus,35.71,"(42.224267, -78.606673)",8,UNYTS,62390,22278,2013,01,2013-08-01,304,0,0,1795
80026,08 (Aug),Cayuga,27.08,"(42.940095, -76.560755)",8,Finger Lakes Donor Recovery Network,62164,16837,2013,01,2013-08-01,304,0,0,1795
134905,08 (Aug),Chautauqua,34.41,"(42.246904, -79.315313)",8,UNYTS,104794,36056,2013,01,2013-08-01,304,0,0,1795
88830,08 (Aug),Chemung,34.37,"(42.116644, -76.812331)",8,Finger Lakes Donor Recovery Network,69003,23714,2013,01,2013-08-01,304,0,0,1795
50477,08 (Aug),Chenango,25.77,"(42.481798, -75.570013)",8,Finger Lakes Donor Recovery Network,39211,10103,2013,01,2013-08-01,304,0,0,1795
82128,08 (Aug),Clinton,30.88,"(44.731944, -73.548883)",8,Center for Donation and Transplant in New York,63797,19699,2013,01,2013-08-01,304,0,0,1795
63096,08 (Aug),Columbia,34.22,"(42.276913, -73.682168)",8,Center for Donation and Transplant in New York,49013,16772,2013,01,2013-08-01,304,0,0,1795
49336,08 (Aug),Cortland,31.65,"(42.597101, -76.143291)",8,Finger Lakes Donor Recovery Network,38324,12130,2013,01,2013-08-01,304,0,0,1795
47980,08 (Aug),Delaware,25.13,"(42.242972, -74.997944)",8,Center for Donation and Transplant in New York,37271,9366,2013,01,2013-08-01,304,0,0,1795
297488,08 (Aug),Dutchess,26.92,"(41.686216, -73.840468)",8,Center for Donation and Transplant in New York,231089,62211,2013,01,2013-08-01,304,0,0,1795
919040,08 (Aug),Erie,31.68,"(42.888143, -78.795544)",8,UNYTS,713910,226159,2013,01,2013-08-01,304,0,0,1795
39370,08 (Aug),Essex,33.64,"(44.166026, -73.685145)",8,Center for Donation and Transplant in New York,30583,10287,2013,01,2013-08-01,304,0,0,1795
51599,08 (Aug),Franklin,29.35,"(44.705699, -74.340621)",8,Center for Donation and Transplant in New York,40082,11763,2013,01,2013-08-01,304,0,0,1795
55531,08 (Aug),Fulton,26.08,"(43.06014, -74.331296)",8,Center for Donation and Transplant in New York,43136,11249,2013,01,2013-08-01,304,0,0,1795
60079,08 (Aug),Genesee,33.18,"(43.000121, -78.172679)",8,UNYTS,46669,15484,2013,01,2013-08-01,304,0,0,1795
49221,08 (Aug),Greene,31.64,"(42.298326, -73.973376)",8,Center for Donation and Transplant in New York,38235,12099,2013,01,2013-08-01,304,0,0,1795
4836,08 (Aug),Hamilton,34.2,"(43.618468, -74.395268)",8,Center for Donation and Transplant in New York,3757,1285,2013,01,2013-08-01,304,0,0,1795
64519,08 (Aug),Herkimer,29.91,"(43.070026, -74.994246)",8,Center for Donation and Transplant in New York,50118,14990,2013,01,2013-08-01,304,0,0,1795
116229,08 (Aug),Jefferson,34.51,"(44.019295, -75.898971)",8,Finger Lakes Donor Recovery Network,90287,31158,2013,01,2013-08-01,304,0,0,1795
2504700,08 (Aug),Kings,12.72,"(40.65642, -73.950691)",8,New York Organ Donor Network,1945651,247451,2013,01,2013-08-01,304,0,0,1795
27087,08 (Aug),Lewis,33.99,"(43.785537, -75.446296)",8,Finger Lakes Donor Recovery Network,21041,7151,2013,01,2013-08-01,304,0,0,1795
65393,08 (Aug),Livingston,30.53,"(42.763754, -77.765392)",8,Finger Lakes Donor Recovery Network,50797,15506,2013,01,2013-08-01,304,0,0,1795
73442,08 (Aug),Madison,29.47,"(42.986917, -75.720031)",8,Finger Lakes Donor Recovery Network,57050,16813,2013,01,2013-08-01,304,0,0,1795
744344,08 (Aug),Monroe,27.02,"(43.161748, -77.620143)",8,Finger Lakes Donor Recovery Network,578206,156249,2013,01,2013-08-01,304,0,0,1795
50219,08 (Aug),Montgomery,23.79,"(42.933637, -74.341972)",8,Center for Donation and Transplant in New York,39010,9279,2013,01,2013-08-01,304,0,0,1795
